origin_city,origin_country,origin_station,destination_city,destination_country,destination_station,operator_name,duration,trip_count,frequency_bucket,transport_type,frequency_daily,frequency_label
Victoria Coach,GB,Victoria Coach Station,Stratford-upon-Avon Leisure Centre Coach Park,GB,Stratford-upon-Avon Leisure Centre Coach Park,National Express,03:40,,,bus,1.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Sunderland Interchange,GB,Sunderland Interchange,National Express,07:10,,,bus,1.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Swansea Stand A,GB,Swansea Bus Station Stand A,National Express,05:36,,,bus,3.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Swansea Stand B,GB,Swansea Bus Station Stand B,National Express,04:56,,,bus,16.0,Average (16-25)
Victoria Coach,GB,Victoria Coach Station,The Hard Interchange,FR,The Hard Interchange,National Express,03:00,,,bus,8.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Town Hall,GB,Town Hall,National Express,03:33,,,bus,3.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Transport Hub,GB,Transport Hub,National Express,03:33,,,bus,39.0,Very High (36+)
Victoria Coach,GB,Victoria Coach Station,University Campus Penglais,GB,University Campus Penglais,National Express,08:00,,,bus,3.0,Very Low (0-5)
Victoria Coach,GB,Victoria Coach Station,Victoria Park Coach Stop,FR,Victoria Park Coach Stop,National Express,06:49,,,bus,10.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Westbury Road,GB,Westbury Road,National Express,03:12,,,bus,9.0,Low (6-15)
Victoria Coach,GB,Victoria Coach Station,Wolverhampton,GB,Wolverhampton Bus Station,National Express,04:10,,,bus,6.0,Low (6-15)
Victoria Farm Terminus,GB,Victoria Farm Terminus,Pool Meadow,GB,Pool Meadow Bus Station,National Express,00:26,,,bus,101.0,Very High (36+)
Victoria Park Coach Stop,FR,Victoria Park Coach Stop,Broad Street,FR,Broad Street,National Express,00:52,,,bus,4.0,Very Low (0-5)
Victoria Park Coach Stop,FR,Victoria Park Coach Stop,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,07:13,,,bus,8.0,Low (6-15)
Walsall,GB,Walsall Bus Station,Aldridge Shopping Centre,GB,Aldridge Shopping Centre,National Express,00:15,,,bus,1.0,Very Low (0-5)
Walsall,GB,Walsall Bus Station,Asda Superstore,GB,Asda Superstore,National Express,01:16,,,bus,2.0,Very Low (0-5)
Walsall,GB,Walsall Bus Station,Barr Beacon School,GB,Barr Beacon School,National Express,00:22,,,bus,1.0,Very Low (0-5)
Walsall,GB,Walsall Bus Station,Blakemore Rd,GB,Blakemore Rd,National Express,00:24,,,bus,70.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Blakenall Church,GB,Blakenall Church,National Express,00:12,,,bus,161.0,Very High (36+)
Walsall,GB,Walsall Bus Station,,GB,Bus Station,National Express,00:56,,,bus,61.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Dale End,GB,Dale End,National Express,00:42,,,bus,221.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Drake Rd,GB,Drake Rd,National Express,00:20,,,bus,95.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Farewell Lane,GB,Farewell Lane,National Express,00:45,,,bus,4.0,Very Low (0-5)
Walsall,GB,Walsall Bus Station,Gracechurch Centre,GB,Gracechurch Centre,National Express,00:38,,,bus,98.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Kingstanding Police,GB,Kingstanding Police Station,National Express,00:30,,,bus,2.0,Very Low (0-5)
Walsall,GB,Walsall Bus Station,Lower Farm,GB,Lower Farm,National Express,00:19,,,bus,85.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Old Square,GB,Old Square,National Express,00:48,,,bus,250.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Pheasey Church,GB,Pheasey Church,National Express,00:27,,,bus,3.0,Very Low (0-5)
Walsall,GB,Walsall Bus Station,Rising Sun Island,GB,Rising Sun Island,National Express,00:26,,,bus,152.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Samuel St,GB,Samuel St,National Express,00:24,,,bus,76.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Shire Oak Hill,GB,Shire Oak Hill,National Express,00:35,,,bus,1.0,Very Low (0-5)
Walsall,GB,Walsall Bus Station,Six Ways Island,GB,Six Ways Island,National Express,01:32,,,bus,28.0,High (26-35)
Walsall,GB,Walsall Bus Station,St Francis College,GB,St Francis College,National Express,00:25,,,bus,1.0,Very Low (0-5)
Walsall,GB,Walsall Bus Station,The Mal,GB,The Mal,National Express,00:43,,,bus,76.0,Very High (36+)
Walsall,GB,Walsall Bus Station,The Park View Centre,GB,The Park View Centre,National Express,00:23,,,bus,13.0,Low (6-15)
Walsall,GB,Walsall Bus Station,Tintern Crescent,GB,Tintern Crescent,National Express,00:19,,,bus,137.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Walsall,GB,Walsall Bus Station,National Express,00:26,,,bus,76.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Wolverhampton,GB,Wolverhampton Bus Station,National Express,00:44,,,bus,583.0,Very High (36+)
Walsall,GB,Walsall Bus Station,Wood End Rd,GB,Wood End Rd,National Express,00:37,,,bus,6.0,Low (6-15)
Walsall Rd,GB,Walsall Rd,Walsall,GB,Walsall Bus Station,National Express,00:18,,,bus,1.0,Very Low (0-5)
War Lane,GB,War Lane,West Bromwich,GB,West Bromwich Bus Station,National Express,00:26,,,bus,2.0,Very Low (0-5)
Warley Rd,GB,Warley Rd,West Bromwich,GB,West Bromwich Bus Station,National Express,00:18,,,bus,1.0,Very Low (0-5)
Warnerville Road,GB,Warnerville Road,Liverpool ONE,GB,Liverpool ONE Bus Station,National Express,00:27,,,bus,2.0,Very Low (0-5)
Warwickshire Shopping Park,GB,Warwickshire Shopping Park,Alder Meadow Close,GB,Alder Meadow Close,National Express,00:58,,,bus,1.0,Very Low (0-5)
Warwickshire Shopping Park,GB,Warwickshire Shopping Park,Arena Shopping Park,GB,Arena Shopping Park,National Express,00:57,,,bus,141.0,Very High (36+)
Wednesbury,GB,Wednesbury Bus Station,West Bromwich,GB,West Bromwich Bus Station,National Express,00:27,,,bus,331.0,Very High (36+)
Wednesbury,GB,Wednesbury Bus Station,Wolverhampton,GB,Wolverhampton Bus Station,National Express,00:37,,,bus,5.0,Very Low (0-5)
Wednesbury Rd,GB,Wednesbury Rd,Barr Beacon School,GB,Barr Beacon School,National Express,00:33,,,bus,2.0,Very Low (0-5)
Welshpool Stand A,GB,Welshpool Bus Station Stand A,University Campus Penglais,GB,University Campus Penglais,National Express,01:46,,,bus,3.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Broad Marsh,GB,Broad Marsh Bus Station,National Express,03:40,,,bus,3.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,,FR,Bus Station,National Express,03:20,,,bus,2.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,,GB,Bus Station,National Express,03:13,,,bus,11.0,Low (6-15)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Cardinal Park Cinema,GB,Cardinal Park Cinema,National Express,03:00,,,bus,3.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Dyer Street,GB,Dyer Street,National Express,04:43,,,bus,3.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Hull,GB,Hull,National Express,04:55,,,bus,1.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Liverpool ONE,GB,Liverpool ONE Bus Station,National Express,05:20,,,bus,4.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Nelson Street N2,GB,Nelson Street N2,National Express,04:15,,,bus,1.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Old Steine,FR,Old Steine,National Express,03:25,,,bus,2.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Plymouth Coach,FR,Plymouth Coach Station,National Express,05:29,,,bus,3.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Seldown Coach,FR,Seldown Coach Station,National Express,03:15,,,bus,3.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Sheffield Interchange/E2,GB,Sheffield Interchange/E2,National Express,03:30,,,bus,1.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,St Helens Central,GB,St Helens Central Station,National Express,04:30,,,bus,1.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,St Margaret's,GB,St Margaret's Bus Station,National Express,02:42,,,bus,2.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Swansea Stand B,GB,Swansea Bus Station Stand B,National Express,04:38,,,bus,3.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,The Hard Interchange,FR,The Hard Interchange,National Express,02:53,,,bus,5.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Transport Hub,GB,Transport Hub,National Express,02:50,,,bus,4.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Trinity Theatre,FR,Trinity Theatre,National Express,03:13,,,bus,2.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Wigan,GB,Wigan Bus Station,National Express,05:00,,,bus,1.0,Very Low (0-5)
Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,Wolverhampton,GB,Wolverhampton Bus Station,National Express,03:21,,,bus,5.0,Very Low (0-5)
Weoley Castle Library,GB,Weoley Castle Library,The Square Peg,GB,The Square Peg,National Express,00:40,,,bus,2.0,Very Low (0-5)
West Bromwich,GB,West Bromwich Bus Station,Bilston,GB,Bilston Bus Station,National Express,00:32,,,bus,144.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Bristol Rd,GB,Bristol Rd,National Express,01:04,,,bus,25.0,Average (16-25)
West Bromwich,GB,West Bromwich Bus Station,Collingwood Centre,GB,Collingwood Centre,National Express,00:17,,,bus,4.0,Very Low (0-5)
West Bromwich,GB,West Bromwich Bus Station,Colmore Circus,GB,Colmore Circus,National Express,00:37,,,bus,614.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Coronation Gardens,GB,Coronation Gardens,National Express,00:30,,,bus,10.0,Low (6-15)
West Bromwich,GB,West Bromwich Bus Station,Driftwood Close,GB,Driftwood Close,National Express,01:30,,,bus,131.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Foley Drive,GB,Foley Drive,National Express,00:26,,,bus,2.0,Very Low (0-5)
West Bromwich,GB,West Bromwich Bus Station,Gracechurch Centre,GB,Gracechurch Centre,National Express,00:44,,,bus,257.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Kingstanding Circle Westside,GB,Kingstanding Circle Westside,National Express,00:23,,,bus,7.0,Low (6-15)
West Bromwich,GB,West Bromwich Bus Station,Lordswood Rd,GB,Lordswood Rd,National Express,00:33,,,bus,132.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Markets,GB,Markets,National Express,00:51,,,bus,285.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Merry Hill,GB,Merry Hill Bus Station,National Express,00:57,,,bus,57.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Midland Met Hospital,GB,Midland Met Hospital,National Express,00:37,,,bus,104.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Oldbury Rd,GB,Oldbury Rd,National Express,00:26,,,bus,54.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Saddlers Centre,GB,Saddlers Centre,National Express,00:26,,,bus,37.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,University,GB,University Station,National Express,00:34,,,bus,4.0,Very Low (0-5)
West Bromwich,GB,West Bromwich Bus Station,Wednesbury,GB,Wednesbury Bus Station,National Express,00:26,,,bus,339.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,West Bromwich,GB,West Bromwich Bus Station,National Express,00:24,,,bus,83.0,Very High (36+)
West Bromwich,GB,West Bromwich Bus Station,Wolverhampton,GB,Wolverhampton Bus Station,National Express,00:51,,,bus,303.0,Very High (36+)
West Heath Church,GB,West Heath Church,Carrs Lane,GB,Carrs Lane,National Express,00:33,,,bus,12.0,Low (6-15)
Westbury Road,GB,Westbury Road,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,03:32,,,bus,9.0,Low (6-15)
Westcroft Grove,GB,Westcroft Grove,Arden Walk,GB,Arden Walk,National Express,00:25,,,bus,3.0,Very Low (0-5)
Westcroft Grove,GB,Westcroft Grove,Carrs Lane,GB,Carrs Lane,National Express,00:41,,,bus,3.0,Very Low (0-5)
Westland Row,GB,Westland Row,Grand Central Station Durham Street,GB,Grand Central Station Durham Street,National Express,02:48,,,bus,17.0,Average (16-25)
Wheelwright Lane,GB,Wheelwright Lane,Transport Museum,GB,Transport Museum,National Express,00:22,,,bus,150.0,Very High (36+)
Whitburn Close,GB,Whitburn Close,Bilston,GB,Bilston Bus Station,National Express,00:50,,,bus,9.0,Low (6-15)
Whitburn Close,GB,Whitburn Close,Kings Comp School,GB,Kings Comp School,National Express,00:34,,,bus,2.0,Very Low (0-5)
Whitburn Close,GB,Whitburn Close,Wolverhampton,GB,Wolverhampton Bus Station,National Express,01:26,,,bus,52.0,Very High (36+)
White Hart,GB,White Hart,Town Hall,GB,Town Hall,National Express,01:00,,,bus,3.0,Very Low (0-5)
White Hart PH,GB,White Hart PH,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,05:10,,,bus,2.0,Very Low (0-5)
White Hart PH,GB,White Hart PH,Victoria Coach,GB,Victoria Coach Station,National Express,05:40,,,bus,1.0,Very Low (0-5)
Whitechapel Station / Royal London Hospital,GB,Whitechapel Station / Royal London Hospital,Coach,GB,Coach Station,National Express,01:20,,,bus,8.0,Low (6-15)
Wigan,GB,Wigan Bus Station,First Way,GB,First Way,National Express,05:00,,,bus,1.0,Very Low (0-5)
Wildtree Ave,GB,Wildtree Ave,Wolverhampton,GB,Wolverhampton Bus Station,National Express,00:18,,,bus,239.0,Very High (36+)
Wollaston Junction,GB,Wollaston Junction,Evolve Campus,GB,Evolve Campus,National Express,01:18,,,bus,142.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Cheltenham Racecourse (Gloucs Warwicks Railway),GB,Cheltenham Racecourse (Gloucs Warwicks Railway),National Express,03:33,,,bus,4.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,Church Road,GB,Church Road,National Express,00:29,,,bus,27.0,High (26-35)
Wolverhampton,GB,Wolverhampton Bus Station,Colmore Row,GB,Colmore Row,National Express,01:35,,,bus,244.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Compton Park Schools,GB,Compton Park Schools,National Express,00:20,,,bus,2.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,Coronation Gardens,GB,Coronation Gardens,National Express,00:28,,,bus,26.0,High (26-35)
Wolverhampton,GB,Wolverhampton Bus Station,Darlaston Asda,GB,Darlaston Asda,National Express,00:34,,,bus,4.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,Dorset Rd,GB,Dorset Rd,National Express,01:27,,,bus,230.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Drake Rd,GB,Drake Rd,National Express,00:26,,,bus,8.0,Low (6-15)
Wolverhampton,GB,Wolverhampton Bus Station,Ednam Rd,GB,Ednam Rd,National Express,00:58,,,bus,86.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Higgs Rd,GB,Higgs Rd,National Express,00:23,,,bus,8.0,Low (6-15)
Wolverhampton,GB,Wolverhampton Bus Station,Kingswinford Cross,GB,Kingswinford Cross,National Express,00:49,,,bus,2.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,Lindale Drive,GB,Lindale Drive,National Express,00:24,,,bus,27.0,High (26-35)
Wolverhampton,GB,Wolverhampton Bus Station,London Victoria Coach Station Arrivals,GB,London Victoria Coach Station Arrivals,National Express,04:30,,,bus,9.0,Low (6-15)
Wolverhampton,GB,Wolverhampton Bus Station,Meldon Drive,GB,Meldon Drive,National Express,00:24,,,bus,8.0,Low (6-15)
Wolverhampton,GB,Wolverhampton Bus Station,Moreton Secondary School,GB,Moreton Secondary School,National Express,00:14,,,bus,9.0,Low (6-15)
Wolverhampton,GB,Wolverhampton Bus Station,New Invention Square,GB,New Invention Square,National Express,00:30,,,bus,5.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,Pendeford Trading Estate,GB,Pendeford Trading Estate,National Express,01:30,,,bus,16.0,Average (16-25)
Wolverhampton,GB,Wolverhampton Bus Station,Quinton Church,GB,Quinton Church,National Express,01:00,,,bus,20.0,Average (16-25)
Wolverhampton,GB,Wolverhampton Bus Station,Sainsbury's Store,GB,Sainsbury's Store,National Express,00:24,,,bus,97.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Shops,GB,Shops,National Express,00:39,,,bus,40.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Silverstone Race Circuit,GB,Silverstone Race Circuit,National Express,02:30,,,bus,3.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,South,FR,South Terminal Bus Station,National Express,05:01,,,bus,13.0,Low (6-15)
Wolverhampton,GB,Wolverhampton Bus Station,Stourbridge Interchange,GB,Stourbridge Interchange,National Express,01:00,,,bus,144.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Tottenham Hotspur Stadium,GB,Tottenham Hotspur Stadium,National Express,04:00,,,bus,1.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,Upton Green,GB,Upton Green,National Express,00:34,,,bus,237.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Varsity Drive,GB,Varsity Drive,National Express,04:05,,,bus,4.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,Walsall,GB,Walsall Bus Station,National Express,00:45,,,bus,578.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Wembley Stadium Pink Coach Parking South Way,GB,Wembley Stadium Pink Coach Parking South Way,National Express,03:41,,,bus,5.0,Very Low (0-5)
Wolverhampton,GB,Wolverhampton Bus Station,West Bromwich,GB,West Bromwich Bus Station,National Express,00:54,,,bus,303.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Whitburn Close,GB,Whitburn Close,National Express,01:20,,,bus,51.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Wildtree Ave,GB,Wildtree Ave,National Express,00:16,,,bus,235.0,Very High (36+)
Wolverhampton,GB,Wolverhampton Bus Station,Wolverhampton,GB,Wolverhampton Bus Station,National Express,00:45,,,bus,783.0,Very High (36+)
Wood End Health Centre,GB,Wood End Health Centre,St Bernards Walk,GB,St Bernards Walk,National Express,00:44,,,bus,196.0,Very High (36+)
Wood End Rd,GB,Wood End Rd,Walsall,GB,Walsall Bus Station,National Express,00:37,,,bus,4.0,Very Low (0-5)
Woodvale Mews,GB,Woodvale Mews,Queen Elizabeth Hospital,GB,Queen Elizabeth Hospital,National Express,00:23,,,bus,2.0,Very Low (0-5)
Worcester,GB,Worcester Bus Station,Varsity Drive,GB,Varsity Drive,National Express,04:15,,,bus,4.0,Very Low (0-5)
Wyntor Lane,GB,Wyntor Lane,West Bromwich,GB,West Bromwich Bus Station,National Express,00:18,,,bus,2.0,Very Low (0-5)
Yarborough Hotel,GB,Yarborough Hotel,Birmingham Coach,GB,Birmingham Coach Station,National Express,04:55,,,bus,1.0,Very Low (0-5)
